Meme ID,url,title,Meme Page URL,MD5 Hash,File Size (In Bytes),Alternate Text,Display Name,Upper Text,Lower Text,downvotes,upvotes
10179520,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179520.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179520,90ed09adfd1bf7344d18ce4dca98bda5,32676,?? ?????? ? ???? ??????? ????????!,Y U No,?? ?????? ? ???? ??????? ????????!,-,418,667
10179524,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179524.jpg,Kenita,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179524,aee6c63b926b41fdd9dfe6d4f4e9f85a,67052,agencia elmo supe que se van a titular,Kenita ,agencia elmo,supe que se van a titular,972,167
10179527,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179527.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179527,fce8f4edcf5dd9979d3004fe5f872188,49124,mira esta es la pagina hd es wena ir mostrando y salen puros picos y hueas fletas y se alejan de ti,Socially Awkward Penguin,mira esta es la pagina hd es wena,ir mostrando y salen puros picos y hueas fletas y se alejan de ti ,413,624
10179528,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179528.jpg,sunny_student,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179528,dbeffcbd9a42ac3173fc88c7d4939a74,46183,????? ????? ???????? ?? ??? ????????,sunny_student,????? ????? ????????,?? ??? ????????,547,428
10179537,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179537.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179537,ee90f270cf93f999ecfffe0eaa63c072,31452,?? ?????? ?? ????? ??????!,Y U No,?? ?????? ?? ????? ??????!,-,404,183
10179542,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179542.jpg,Advice Hitler,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179542,a7e09220d644cb150f8182bc3764a454,38012,14/88 ???????? ?????? ? ????? ???????,Advice Hitler,14/88,???????? ?????? ? ????? ???????,817,170
10179547,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179547.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179547,d5c4686c529688865cd75626bb054c39,31401,?? ?????? ????? ??? ?????!,Y U No,?? ?????? ????? ??? ?????!,-,976,301
10179556,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179556.jpg,Wrong Lyrics Christina Aguilera,http://memegenerator.net/instance/10179556,a5402f04d0cb8f419ec338088a084a80,44966,WE FOUND LOVE  IN A HORCRUX place,Wrong Lyrics Christina Aguilera,WE FOUND LOVE ,IN A HORCRUX place,965,935
10179566,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179566.jpg,Joseph Ducreux,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179566,da874cf6285fff7779a0f6abedfc11ca,57812,??? ? ?????????! ??????!!!!!!,Joseph Ducreux,??? ? ?????????! ??????!!!!!!,-,798,431
10179569,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179569.jpg,Joseph Ducreux,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179569,da874cf6285fff7779a0f6abedfc11ca,57812,??? ? ?????????! ??????!!!!!!,Joseph Ducreux,??? ? ?????????! ??????!!!!!!,-,607,499
10179572,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179572.jpg,Joseph Ducreux,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179572,da874cf6285fff7779a0f6abedfc11ca,57812,??? ? ?????????! ??????!!!!!!,Joseph Ducreux,??? ? ?????????! ??????!!!!!!,-,969,869
10179584,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179584.jpg,Butthurt Dweller,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179584,db4feec3d80158287ff67aabafbfd76a,41332,? ???? ???????,Butthurt Dweller,? ???? ???????,-,830,594
10179597,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179597.jpg,Good Guy Greg,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179597,7a584f83fb02c4cc7a04ae563232a97d,50886,????? ????? ????!,Good Guy Greg,?????,????? ????!,906,900
10179603,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179603.jpg,Good Guy Greg,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179603,df86155c0e428239885df45dcee5dae1,53982,?????? ? ?????? ???? ? ?????,Good Guy Greg,??????,? ?????? ???? ? ?????,659,931
10179615,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179615.jpg,Professor Oak,http://memegenerator.net/instance/10179615,da98fd1c78ddb30d54f81d6dcdceeaa1,59405,"Eres un paquete, deja el gEARS Y JUEGA A pokemon",Professor Oak,"Eres un paquete, deja el gEARS",Y JUEGA A pokemon,838,197
10179664,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179664.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179664,aee4514f40b1e3ba63a0f3e70d56ef6a,36579,???????? ??? ?? ??? ??????????????,Y U No,????????,??? ?? ??? ??????????????,930,29
10179669,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179669.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179669,75e8077339be80d0061d2a68ec2da16e,36067,???????? ?????? ?? ??? ??????????????,Y U No,????????,?????? ?? ??? ??????????????,233,632
10179675,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179675.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179675,5c92df57ab654e003306287add22cd74,37670,"???? ???? ?? ???????, ?????????",Socially Awkward Penguin,????-????,"?? ???????, ?????????",523,654
10179686,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179686.jpg,Spongebob,http://memegenerator.net/instance/10179686,cd1b1fe86ee3c3a389e6933ee707ddad,33146,uh oh *squirt*,Spongebob,uh oh,*squirt*,431,551
10179689,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179689.jpg,Advice Hitler,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179689,5ac6f29f69e831de41c135c6cd4f4902,40231,14/88 ?????? ?? ? ??????? ??????,Advice Hitler,14/88,?????? ?? ? ??????? ??????,340,382
10179690,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179690.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179690,75e8077339be80d0061d2a68ec2da16e,36067,???????? ?????? ?? ??? ??????????????,Y U No,????????,?????? ?? ??? ??????????????,419,45
10179725,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179725.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179725,e60230f2f86cc1643408da690f38fe2c,35171,?????? ?? ????? ????? ? ??????? ??????? ???,Forever Alone,?????? ?? ?????,????? ? ??????? ??????? ???,25,582
10179757,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179757.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179757,d6ce66297b29e33b49741cd7dbbb65a7,43066,"????? ?? ?????? ???????? ??? ?? ????, ????? ????? ?? ?????",Socially Awkward Penguin,????? ?? ?????? ????????,"??? ?? ????, ????? ????? ?? ?????",586,937
10179769,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179769.jpg,Annoying Facebook Girl,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179769,b02a580f26ca72e5f89f055eb28014b6,42994,? ????????? ????? ???????? ??????? ????,Annoying Facebook Girl,? ?????????,????? ???????? ??????? ????,710,786
10179775,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179775.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179775,e3349c274b3cc215d8041750ea50e211,38868,????? ????? ?????? ????? ?? ????? ? ??????,Socially Awkward Penguin,????? ????? ??????,????? ?? ????? ? ??????,822,747
10179780,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179780.jpg,Joseph Ducreux,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179780,21549ad35722dd162d435c61cb1acfc7,61200,"?????????? ??, ?????????.",Joseph Ducreux,??????????,"??, ?????????.",548,358
10179797,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179797.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179797,d1f5ce767b30879b832bb05aebf685d8,38118,?????? ????? ????? ? ???? ??????? ???????,Socially Awkward Penguin,?????? ?????,????? ? ???? ??????? ???????,842,728
10179808,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179808.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179808,e88f8155fb53901402fcf08d72fddc4a,48716,???? ? ??? ?? ? ??? ?????,Futurama Fry,???? ?,???-?? ? ??? ?????,64,339
10179853,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179853.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179853,18f64a0361483dde1c41b18e1ec860b3,34491,?? ????? ?? ?????????,Success Kid,?? ?????,?? ?????????,487,184
10179878,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179878.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179878,58241c0720a4b2f682f1ab8350530d8f,33222,?????? ???? ????????? ???? ??? ? ????!,Success Kid,?????? ???? ?????????,???? ??? ? ????!,456,68
10179892,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179892.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179892,a1712c6a214de608da13c6cea6c19d36,33900,?????? ???? ????????? ???? ??? ? ?????????!,Success Kid,?????? ???? ?????????,???? ??? ? ?????????!,710,874
10179896,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179896.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179896,fe83dc7540cb504d84e6a230bdf8d80d,30834,?? ????? ????? ? ????? ???????? ???? ?? ???????????,Y U No,?? ????? ????? ? ????? ???????? ???? ?? ???????????,-,416,936
10179930,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179930.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179930,5230df02179945c6fe4c2f1f23c6979c,43906,?? ????? ????? ? ????? ???????? ???? ?? ???????? ???? ?????? ? ??? ????? ??? ????,Y U No,?? ????? ????? ? ????? ???????? ???? ?? ????????,???? ?????? ? ??? ????? ??? ???? ,683,852
10179959,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179959.jpg,????? ??????!q,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179959,1b69a0188b6da02c69cebca475359e17,37070,???????????? ??????,????? ??????!q,???????????? ??????,-,964,988
10179968,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10179968.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10179968,b746b3d83994b6f45cb2e4738ad68b6f,35435,????? ?? ?????? ?? ????? ????? ????????,Y U No,?????,?? ?????? ?? ????? ????? ????????,539,340
10180094,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180094.jpg,Joseph Ducreux,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180094,2d83ac22320c5cf295379bf32f5c4dc2,59536,kaname... s4 crashed umad?,Joseph Ducreux,kaname... s4 crashed,umad?,449,40
10180115,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180115.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180115,1d96ea4ba5b8391777edc1bd20bc0aa2,38703,???? ?????? ??? ????? ??????? ?? ??? ??????,Forever Alone,???? ?????? ??? ?????,??????? ?? ??? ??????,291,181
10180128,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180128.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180128,b96394166a8cc676dd378b7ce1471b39,38709,"????, ??????, ??? ????? ??????? ?? ??? ??????",Forever Alone,"????, ??????, ??? ?????",??????? ?? ??? ??????,243,341
10180141,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180141.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180141,d2d3b23298e8ec2686b26ec79433c12a,37461,? ??????????? ??????? ???????? ??????? ????? ?? ????????? ?????????,Socially Awkward Penguin,? ??????????? ??????? ???????? ???????,????? ?? ????????? ?????????,398,655
10180153,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180153.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180153,b96394166a8cc676dd378b7ce1471b39,38709,"????, ??????, ??? ????? ??????? ?? ??? ??????",Forever Alone,"????, ??????, ??? ?????",??????? ?? ??? ??????,581,450
10180205,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180205.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180205,64226531c6a2512247e33f3c3ce5fc58,44665,caminar en la calle que una amiga te grite: teni el cierre abajo,Socially Awkward Penguin,caminar en la calle,que una amiga te grite: teni el cierre abajo,89,357
10180234,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180234.jpg,Annoying Facebook Girl,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180234,50b2aee530b345ea20df75423dd94428,40537,?? ?????? ????? !!,Annoying Facebook Girl,?? ??????,????? !!,804,304
10180235,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180235.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180235,99932467252ca45d7da35b4aeef1352c,33751,"???? 55 ??? ??, ?? ??????",Success Kid,???? 55 ???,"??, ?? ??????",817,121
10180245,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180245.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180245,7a0980c99a6f7a408f986272264667f7,60486,?????? ??? ? ?? ???? ??????? ????????!!!1,Insanity Wolf,?????? ???,? ?? ???? ??????? ????????!!!1,407,68
10180250,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180250.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180250,23eaf69cca2f7d950e0633baf2372abd,45820,"??????? ?????? ??????? ???, ???? ??????????",Futurama Fry,??????? ?????? ???????,"???, ???? ??????????",639,231
10180259,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180259.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180259,d256526ca439288c6d3b3a373d492f5f,40879,"? ????????? ???????? ?????? ? ????????? ??????? ??????, ????? ????? ?? ??????",Socially Awkward Penguin,? ????????? ???????? ?????? ? ?????????,"??????? ??????, ????? ????? ?? ??????",34,775
10180274,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180274.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180274,19e38b9d7de50dd47fe7f705c90c4662,60731,?????? ??? ? ?? ???? ??????? ????????!!!1,Insanity Wolf,?????? ??? ? ?? ????,??????? ????????!!!1,400,640
10180335,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180335.jpg,pupil56,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180335,7ad2b77c594d31e95ef593148f675f1d,51222,"???????? ??, ?? ?????? Moleskine",pupil56,"???????? ??, ?? ??????",Moleskine,328,512
10180354,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180354.jpg,Omsk Crow,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180354,2b1a23209a8989974f2d52facd375726,87323,"????????, ???? ?????? ? ?????????? ?? ??????",Omsk Crow,"????????, ???? ?????? ? ??????????",?? ??????,839,69
10180365,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180365.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180365,32d868967946e4eda72718c2f6883bf9,65071,si tu hermano te dice que el viejo pascuero no existe toma los regalos meteselos en el horto y prendeles fuego,Insanity Wolf,si tu hermano te dice que el viejo pascuero no existe,toma los regalos meteselos en el horto y prendeles fuego,645,418
10180366,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180366.jpg,Butthurt Dweller,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180366,9603d614652cc3daa4afbbb60e842b1b,49512,????? ???? ???????? ?? ?? ? ????? ?????????,Butthurt Dweller,????? ???? ????????,?? ?? ? ????? ?????????,283,925
10180403,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180403.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180403,ffae944688dd4377dbb4cfb3aac64385,60611,VER A UN WASHITURRO culiarlo y quemarlo hasta la muerte,Insanity Wolf,VER A UN WASHITURRO,culiarlo y quemarlo hasta la muerte,378,289
10180416,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180416.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180416,0a055fa9fdb45011258647c54cad9dfd,54211,"? ???????????????????? ????????, ??????? 60 ??, 420000 ???????. ?? ????, ???? ???? ??????? ????? ??????????  16154 ?????? = 11 ?????, ?? ? ???? ?????? ??? ???????, ? ??????   ?? ??????? ???????",Philosoraptor,"? ???????????????????? ????????, ??????? 60 ??, 420000 ???????. ?? ????, ???? ???? ??????? ????? ?????????? ","16154 ?????? = 11 ?????, ?? ? ???? ?????? ??? ???????, ? ?????? - ?? ??????? ???????",476,769
10180418,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180418.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180418,0a055fa9fdb45011258647c54cad9dfd,54211,"? ???????????????????? ????????, ??????? 60 ??, 420000 ???????. ?? ????, ???? ???? ??????? ????? ??????????  16154 ?????? = 11 ?????, ?? ? ???? ?????? ??? ???????, ? ??????   ?? ??????? ???????",Philosoraptor,"? ???????????????????? ????????, ??????? 60 ??, 420000 ???????. ?? ????, ???? ???? ??????? ????? ?????????? ","16154 ?????? = 11 ?????, ?? ? ???? ?????? ??? ???????, ? ?????? - ?? ??????? ???????",114,642
10180439,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180439.jpg,Courage Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180439,4c1acce297efe276422c4369733a86a6,52951,? ????????? ? ???,Courage Wolf,? ?????????,? ???,651,371
10180447,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180447.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180447,5e633eb4f76a88919e69de59d9499822,36238,?????? ?? ?? ?????? ????????,Y U No,??????,?? ?? ?????? ????????,165,263
10180452,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180452.jpg,Progressive Guitarist,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180452,a3659a98532816da4c3c2f447ea597b0,63428,"??????? ???, ???????? ??????? ????????? ???? ??? ? ????????????",Progressive Guitarist,"??????? ???, ???????? ??????? ????????? ???? ???",? ????????????,253,18
10180459,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180459.jpg,Progressive Drummer,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180459,43ad06ad7dafe9dc1b03eb7065c79d45,71216,?????? ????? ?? ????????!,Progressive Drummer,?????? ?????,?? ????????!,104,130
10180480,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180480.jpg,Advice Yoda Gives,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180480,377eaabf5c612a6f61d8fe34eb33ec51,39924,?? ???????? ?????? ????? ????????? ?? ????? ?? ?????? ?????? ??,Advice Yoda Gives,?? ???????? ?????? ?????,????????? ?? ????? ?? ?????? ?????? ??,324,14
10180484,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180484.jpg,Hipster Kitty,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180484,8bbc79dcc0c4d4e873854672a9fa388b,39777,?????? ???! ? ????? ????!!!,Hipster Kitty,?????? ???! ? ????? ????!!!,-,393,39
10180485,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180485.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180485,e60cef49846d128ea95b1bcf558ebd03,47082,?????? ????? ??????,Futurama Fry,?????? ?????,??????,385,13
10180496,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180496.jpg,Consequences Toy Story,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180496,0e2783083bb26c44f8f2c690db5d3c44,58763,Microeconomia Microeconomia Everywhere,Consequences Toy Story,Microeconomia,Microeconomia Everywhere,724,822
10180501,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10180501.jpg,Advice Yoda Gives,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10180501,ea4d8b924cf347af93a07f251f94b849,40756,?? ???????? ??????? ????? ????????? ?? ????? ?????? ??  ?????? ??,Advice Yoda Gives,?? ???????? ??????? ?????,????????? ?? ????? ?????? ??  ?????? ??,474,684
